BI,BI log,BV,AI,AV,VDEVICE,RESISTANCE,,AV,BIAbs
1.19E-07,-6.92E+00,-9.65E-06,-1.19E-07,-1.68E+00,-1.68E+00,-1.42E+07,,,
1.17E-07,-6.93E+00,-9.39E-06,-1.16E-07,-1.67E+00,-1.67E+00,-1.43E+07,,,
1.14E-07,-6.94E+00,-9.31E-06,-1.14E-07,-1.66E+00,-1.66E+00,-1.45E+07,,,
1.12E-07,-6.95E+00,-1.06E-05,-1.12E-07,-1.65E+00,-1.65E+00,-1.47E+07,,,
1.10E-07,-6.96E+00,-1.04E-05,-1.10E-07,-1.64E+00,-1.64E+00,-1.49E+07,,,
1.08E-07,-6.97E+00,-1.06E-05,-1.08E-07,-1.63E+00,-1.63E+00,-1.51E+07,,,
1.07E-07,-6.97E+00,-1.09E-05,-1.06E-07,-1.62E+00,-1.62E+00,-1.52E+07,,,
1.05E-07,-6.98E+00,-1.03E-05,-1.05E-07,-1.61E+00,-1.61E+00,-1.54E+07,,,
1.03E-07,-6.99E+00,-1.06E-05,-1.03E-07,-1.60E+00,-1.60E+00,-1.56E+07,,,
1.01E-07,-7.00E+00,-1.05E-05,-1.01E-07,-1.59E+00,-1.59E+00,-1.58E+07,,,
9.90E-08,-7.00E+00,-1.06E-05,-9.89E-08,-1.58E+00,-1.58E+00,-1.60E+07,,,
9.74E-08,-7.01E+00,-9.73E-06,-9.73E-08,-1.57E+00,-1.57E+00,-1.61E+07,,,
9.58E-08,-7.02E+00,-1.08E-05,-9.57E-08,-1.56E+00,-1.56E+00,-1.63E+07,,,
9.43E-08,-7.03E+00,-1.03E-05,-9.42E-08,-1.55E+00,-1.55E+00,-1.64E+07,,,
9.26E-08,-7.03E+00,-1.06E-05,-9.26E-08,-1.54E+00,-1.54E+00,-1.66E+07,,,
9.09E-08,-7.04E+00,-1.01E-05,-9.08E-08,-1.53E+00,-1.53E+00,-1.68E+07,,,
8.96E-08,-7.05E+00,-1.01E-05,-8.95E-08,-1.52E+00,-1.52E+00,-1.70E+07,,,
8.81E-08,-7.06E+00,-1.04E-05,-8.81E-08,-1.51E+00,-1.51E+00,-1.71E+07,,,
8.65E-08,-7.06E+00,-1.01E-05,-8.65E-08,-1.50E+00,-1.50E+00,-1.73E+07,,,
8.53E-08,-7.07E+00,-1.05E-05,-8.52E-08,-1.49E+00,-1.49E+00,-1.75E+07,,,
8.38E-08,-7.08E+00,-1.12E-05,-8.37E-08,-1.48E+00,-1.48E+00,-1.77E+07,,,
8.23E-08,-7.08E+00,-1.02E-05,-8.22E-08,-1.47E+00,-1.47E+00,-1.79E+07,,,
8.06E-08,-7.09E+00,-1.16E-05,-8.05E-08,-1.46E+00,-1.46E+00,-1.81E+07,,,
7.95E-08,-7.10E+00,-1.21E-05,-7.94E-08,-1.45E+00,-1.45E+00,-1.82E+07,,,
7.81E-08,-7.11E+00,-1.12E-05,-7.81E-08,-1.44E+00,-1.44E+00,-1.84E+07,,,
7.67E-08,-7.12E+00,-1.02E-05,-7.66E-08,-1.43E+00,-1.43E+00,-1.86E+07,,,
7.56E-08,-7.12E+00,-1.17E-05,-7.56E-08,-1.42E+00,-1.42E+00,-1.88E+07,,,
7.44E-08,-7.13E+00,-1.09E-05,-7.44E-08,-1.41E+00,-1.41E+00,-1.89E+07,,,
7.31E-08,-7.14E+00,-1.08E-05,-7.31E-08,-1.40E+00,-1.40E+00,-1.91E+07,,,
7.18E-08,-7.14E+00,-9.98E-06,-7.17E-08,-1.39E+00,-1.39E+00,-1.94E+07,,,
7.03E-08,-7.15E+00,-1.08E-05,-7.03E-08,-1.38E+00,-1.38E+00,-1.96E+07,,,
6.92E-08,-7.16E+00,-1.06E-05,-6.92E-08,-1.37E+00,-1.37E+00,-1.98E+07,,,
6.81E-08,-7.17E+00,-1.07E-05,-6.81E-08,-1.36E+00,-1.36E+00,-2.00E+07,,,
6.71E-08,-7.17E+00,-1.10E-05,-6.70E-08,-1.35E+00,-1.35E+00,-2.01E+07,,,
6.59E-08,-7.18E+00,-1.06E-05,-6.58E-08,-1.34E+00,-1.34E+00,-2.03E+07,,,
6.50E-08,-7.19E+00,-1.16E-05,-6.49E-08,-1.33E+00,-1.33E+00,-2.05E+07,,,
6.40E-08,-7.19E+00,-1.06E-05,-6.39E-08,-1.32E+00,-1.32E+00,-2.06E+07,,,
6.31E-08,-7.20E+00,-1.19E-05,-6.30E-08,-1.31E+00,-1.31E+00,-2.08E+07,,,
6.21E-08,-7.21E+00,-1.23E-05,-6.21E-08,-1.30E+00,-1.30E+00,-2.09E+07,,,
6.13E-08,-7.21E+00,-1.09E-05,-6.12E-08,-1.29E+00,-1.29E+00,-2.10E+07,,,
6.03E-08,-7.22E+00,-1.05E-05,-6.03E-08,-1.28E+00,-1.28E+00,-2.12E+07,,,
5.94E-08,-7.23E+00,-1.12E-05,-5.94E-08,-1.27E+00,-1.27E+00,-2.14E+07,,,
5.86E-08,-7.23E+00,-1.12E-05,-5.85E-08,-1.26E+00,-1.26E+00,-2.15E+07,,,
5.76E-08,-7.24E+00,-1.17E-05,-5.76E-08,-1.25E+00,-1.25E+00,-2.17E+07,,,
5.68E-08,-7.25E+00,-1.06E-05,-5.68E-08,-1.24E+00,-1.24E+00,-2.18E+07,,,
5.58E-08,-7.25E+00,-1.06E-05,-5.58E-08,-1.23E+00,-1.23E+00,-2.20E+07,,,
5.50E-08,-7.26E+00,-1.12E-05,-5.50E-08,-1.22E+00,-1.22E+00,-2.22E+07,,,
5.41E-08,-7.27E+00,-1.17E-05,-5.41E-08,-1.21E+00,-1.21E+00,-2.24E+07,,,
5.33E-08,-7.27E+00,-1.01E-05,-5.33E-08,-1.20E+00,-1.20E+00,-2.25E+07,,,
5.24E-08,-7.28E+00,-1.14E-05,-5.24E-08,-1.19E+00,-1.19E+00,-2.27E+07,,,
5.16E-08,-7.29E+00,-1.16E-05,-5.15E-08,-1.18E+00,-1.18E+00,-2.29E+07,,,
5.07E-08,-7.29E+00,-1.22E-05,-5.07E-08,-1.17E+00,-1.17E+00,-2.31E+07,,,
5.00E-08,-7.30E+00,-1.22E-05,-4.99E-08,-1.16E+00,-1.16E+00,-2.32E+07,,,
4.92E-08,-7.31E+00,-1.17E-05,-4.92E-08,-1.15E+00,-1.15E+00,-2.34E+07,,,
4.86E-08,-7.31E+00,-1.17E-05,-4.86E-08,-1.14E+00,-1.14E+00,-2.35E+07,,,
4.79E-08,-7.32E+00,-1.17E-05,-4.79E-08,-1.13E+00,-1.13E+00,-2.36E+07,,,
4.71E-08,-7.33E+00,-1.20E-05,-4.71E-08,-1.12E+00,-1.12E+00,-2.38E+07,,,
4.64E-08,-7.33E+00,-1.19E-05,-4.64E-08,-1.11E+00,-1.11E+00,-2.39E+07,,,
4.57E-08,-7.34E+00,-1.07E-05,-4.57E-08,-1.10E+00,-1.10E+00,-2.41E+07,,,
4.50E-08,-7.35E+00,-1.14E-05,-4.50E-08,-1.09E+00,-1.09E+00,-2.42E+07,,,
4.44E-08,-7.35E+00,-1.13E-05,-4.44E-08,-1.08E+00,-1.08E+00,-2.43E+07,,,
4.37E-08,-7.36E+00,-1.11E-05,-4.37E-08,-1.07E+00,-1.07E+00,-2.45E+07,,,
4.31E-08,-7.37E+00,-1.13E-05,-4.30E-08,-1.06E+00,-1.06E+00,-2.46E+07,,,
4.24E-08,-7.37E+00,-1.17E-05,-4.23E-08,-1.05E+00,-1.05E+00,-2.48E+07,,,
4.17E-08,-7.38E+00,-1.16E-05,-4.17E-08,-1.04E+00,-1.04E+00,-2.49E+07,,,
4.10E-08,-7.39E+00,-1.15E-05,-4.09E-08,-1.03E+00,-1.03E+00,-2.51E+07,,,
4.05E-08,-7.39E+00,-1.17E-05,-4.05E-08,-1.02E+00,-1.02E+00,-2.52E+07,,,
4.09E-08,-7.39E+00,-1.10E-05,-4.08E-08,-1.01E+00,-1.01E+00,-2.47E+07,,,
4.00E-08,-7.40E+00,-1.06E-05,-3.99E-08,-1.00E+00,-1.00E+00,-2.50E+07,,,
4.00E-08,-7.40E+00,-3.87E-06,-4.00E-08,-9.90E-01,-9.90E-01,-2.48E+07,,,
3.92E-08,-7.41E+00,-4.21E-06,-3.91E-08,-9.80E-01,-9.80E-01,-2.50E+07,,,
3.84E-08,-7.42E+00,-5.38E-06,-3.83E-08,-9.70E-01,-9.70E-01,-2.52E+07,,,
3.78E-08,-7.42E+00,-4.88E-06,-3.77E-08,-9.60E-01,-9.60E-01,-2.54E+07,,,
3.72E-08,-7.43E+00,-4.88E-06,-3.71E-08,-9.50E-01,-9.50E-01,-2.56E+07,,,
3.66E-08,-7.44E+00,-4.04E-06,-3.64E-08,-9.40E-01,-9.40E-01,-2.57E+07,,,
3.59E-08,-7.44E+00,-5.80E-06,-3.58E-08,-9.30E-01,-9.30E-01,-2.59E+07,,,
3.54E-08,-7.45E+00,-5.96E-06,-3.53E-08,-9.20E-01,-9.20E-01,-2.60E+07,,,
3.49E-08,-7.46E+00,-5.38E-06,-3.48E-08,-9.10E-01,-9.10E-01,-2.61E+07,,,
3.44E-08,-7.46E+00,-4.96E-06,-3.43E-08,-9.00E-01,-9.00E-01,-2.62E+07,,,
3.38E-08,-7.47E+00,-5.04E-06,-3.37E-08,-8.90E-01,-8.90E-01,-2.63E+07,,,
3.33E-08,-7.48E+00,-5.13E-06,-3.32E-08,-8.80E-01,-8.80E-01,-2.64E+07,,,
3.27E-08,-7.49E+00,-5.38E-06,-3.26E-08,-8.70E-01,-8.70E-01,-2.66E+07,,,
3.22E-08,-7.49E+00,-5.80E-06,-3.21E-08,-8.60E-01,-8.60E-01,-2.67E+07,,,
3.16E-08,-7.50E+00,-6.30E-06,-3.15E-08,-8.50E-01,-8.50E-01,-2.69E+07,,,
3.11E-08,-7.51E+00,-5.38E-06,-3.10E-08,-8.40E-01,-8.40E-01,-2.70E+07,,,
3.06E-08,-7.51E+00,-6.47E-06,-3.05E-08,-8.30E-01,-8.30E-01,-2.71E+07,,,
3.01E-08,-7.52E+00,-6.47E-06,-3.00E-08,-8.20E-01,-8.20E-01,-2.72E+07,,,
2.95E-08,-7.53E+00,-6.88E-06,-2.94E-08,-8.10E-01,-8.10E-01,-2.74E+07,,,
2.90E-08,-7.54E+00,-7.30E-06,-2.89E-08,-8.00E-01,-8.00E-01,-2.76E+07,,,
2.85E-08,-7.55E+00,-6.72E-06,-2.84E-08,-7.90E-01,-7.90E-01,-2.77E+07,,,
2.81E-08,-7.55E+00,-6.80E-06,-2.80E-08,-7.80E-01,-7.80E-01,-2.77E+07,,,
2.76E-08,-7.56E+00,-6.88E-06,-2.75E-08,-7.70E-01,-7.70E-01,-2.79E+07,,,
2.71E-08,-7.57E+00,-6.88E-06,-2.70E-08,-7.60E-01,-7.60E-01,-2.80E+07,,,
2.66E-08,-7.58E+00,-7.05E-06,-2.65E-08,-7.50E-01,-7.50E-01,-2.82E+07,,,
2.62E-08,-7.58E+00,-7.14E-06,-2.61E-08,-7.40E-01,-7.40E-01,-2.83E+07,,,
2.57E-08,-7.59E+00,-6.80E-06,-2.56E-08,-7.30E-01,-7.30E-01,-2.84E+07,,,
2.53E-08,-7.60E+00,-7.05E-06,-2.51E-08,-7.20E-01,-7.20E-01,-2.85E+07,,,
2.48E-08,-7.61E+00,-6.97E-06,-2.47E-08,-7.10E-01,-7.10E-01,-2.87E+07,,,
2.44E-08,-7.61E+00,-8.31E-06,-2.42E-08,-7.00E-01,-7.00E-01,-2.87E+07,,,
2.39E-08,-7.62E+00,-7.72E-06,-2.38E-08,-6.90E-01,-6.90E-01,-2.89E+07,,,
2.34E-08,-7.63E+00,-8.06E-06,-2.33E-08,-6.80E-01,-6.80E-01,-2.90E+07,,,
2.30E-08,-7.64E+00,-7.47E-06,-2.28E-08,-6.70E-01,-6.70E-01,-2.92E+07,,,
2.25E-08,-7.65E+00,-7.64E-06,-2.24E-08,-6.60E-01,-6.60E-01,-2.93E+07,,,
2.21E-08,-7.66E+00,-8.14E-06,-2.20E-08,-6.50E-01,-6.50E-01,-2.94E+07,,,
2.17E-08,-7.66E+00,-8.31E-06,-2.15E-08,-6.40E-01,-6.40E-01,-2.96E+07,,,
2.13E-08,-7.67E+00,-8.89E-06,-2.11E-08,-6.30E-01,-6.30E-01,-2.96E+07,,,
2.09E-08,-7.68E+00,-8.39E-06,-2.07E-08,-6.20E-01,-6.20E-01,-2.97E+07,,,
2.04E-08,-7.69E+00,-8.47E-06,-2.03E-08,-6.10E-01,-6.10E-01,-2.99E+07,,,
2.00E-08,-7.70E+00,-8.89E-06,-1.99E-08,-6.00E-01,-6.00E-01,-3.00E+07,,,
1.95E-08,-7.71E+00,-9.31E-06,-1.94E-08,-5.90E-01,-5.90E-01,-3.02E+07,,,
1.91E-08,-7.72E+00,-1.01E-05,-1.90E-08,-5.80E-01,-5.80E-01,-3.03E+07,,,
1.88E-08,-7.73E+00,-8.47E-06,-1.86E-08,-5.70E-01,-5.70E-01,-3.04E+07,,,
1.83E-08,-7.74E+00,-8.22E-06,-1.82E-08,-5.60E-01,-5.60E-01,-3.06E+07,,,
1.79E-08,-7.75E+00,-7.81E-06,-1.78E-08,-5.50E-01,-5.50E-01,-3.07E+07,,,
1.75E-08,-7.76E+00,-8.73E-06,-1.74E-08,-5.40E-01,-5.40E-01,-3.09E+07,,,
1.71E-08,-7.77E+00,-8.56E-06,-1.69E-08,-5.30E-01,-5.30E-01,-3.11E+07,,,
1.67E-08,-7.78E+00,-9.73E-06,-1.65E-08,-5.20E-01,-5.20E-01,-3.12E+07,,,
1.62E-08,-7.79E+00,-9.39E-06,-1.61E-08,-5.10E-01,-5.10E-01,-3.14E+07,,,
1.58E-08,-7.80E+00,-9.73E-06,-1.57E-08,-5.00E-01,-5.00E-01,-3.16E+07,,,
1.54E-08,-7.81E+00,-9.56E-06,-1.53E-08,-4.90E-01,-4.90E-01,-3.18E+07,,,
1.50E-08,-7.82E+00,-9.73E-06,-1.49E-08,-4.80E-01,-4.80E-01,-3.20E+07,,,
1.46E-08,-7.84E+00,-1.05E-05,-1.45E-08,-4.70E-01,-4.70E-01,-3.22E+07,,,
1.42E-08,-7.85E+00,-9.81E-06,-1.41E-08,-4.60E-01,-4.60E-01,-3.24E+07,,,
1.38E-08,-7.86E+00,-1.02E-05,-1.37E-08,-4.50E-01,-4.50E-01,-3.27E+07,,,
1.34E-08,-7.87E+00,-9.73E-06,-1.33E-08,-4.40E-01,-4.40E-01,-3.29E+07,,,
1.30E-08,-7.89E+00,-1.03E-05,-1.29E-08,-4.30E-01,-4.30E-01,-3.31E+07,,,
1.26E-08,-7.90E+00,-1.01E-05,-1.25E-08,-4.20E-01,-4.20E-01,-3.33E+07,,,
1.22E-08,-7.91E+00,-1.01E-05,-1.21E-08,-4.10E-01,-4.10E-01,-3.36E+07,,,
1.18E-08,-7.93E+00,-1.05E-05,-1.17E-08,-4.00E-01,-4.00E-01,-3.39E+07,,,
1.14E-08,-7.94E+00,-1.04E-05,-1.13E-08,-3.90E-01,-3.90E-01,-3.42E+07,,,
1.10E-08,-7.96E+00,-1.08E-05,-1.09E-08,-3.80E-01,-3.80E-01,-3.45E+07,,,
1.06E-08,-7.97E+00,-1.12E-05,-1.05E-08,-3.70E-01,-3.70E-01,-3.48E+07,,,
1.02E-08,-7.99E+00,-1.06E-05,-1.01E-08,-3.60E-01,-3.60E-01,-3.52E+07,,,
9.85E-09,-8.01E+00,-1.06E-05,-9.73E-09,-3.50E-01,-3.50E-01,-3.56E+07,,,
9.45E-09,-8.02E+00,-1.06E-05,-9.33E-09,-3.40E-01,-3.40E-01,-3.60E+07,,,
9.07E-09,-8.04E+00,-1.12E-05,-8.95E-09,-3.30E-01,-3.30E-01,-3.64E+07,,,
8.68E-09,-8.06E+00,-1.14E-05,-8.56E-09,-3.20E-01,-3.20E-01,-3.69E+07,,,
8.30E-09,-8.08E+00,-1.12E-05,-8.18E-09,-3.10E-01,-3.10E-01,-3.74E+07,,,
7.91E-09,-8.10E+00,-1.15E-05,-7.79E-09,-3.00E-01,-3.00E-01,-3.79E+07,,,
7.52E-09,-8.12E+00,-1.16E-05,-7.40E-09,-2.90E-01,-2.90E-01,-3.85E+07,,,
7.14E-09,-8.15E+00,-1.18E-05,-7.02E-09,-2.80E-01,-2.80E-01,-3.92E+07,,,
6.76E-09,-8.17E+00,-1.22E-05,-6.63E-09,-2.70E-01,-2.70E-01,-3.99E+07,,,
6.37E-09,-8.20E+00,-1.25E-05,-6.25E-09,-2.60E-01,-2.60E-01,-4.08E+07,,,
5.98E-09,-8.22E+00,-1.25E-05,-5.86E-09,-2.50E-01,-2.50E-01,-4.18E+07,,,
5.60E-09,-8.25E+00,-1.23E-05,-5.48E-09,-2.40E-01,-2.40E-01,-4.29E+07,,,
5.22E-09,-8.28E+00,-1.27E-05,-5.09E-09,-2.30E-01,-2.30E-01,-4.41E+07,,,
4.83E-09,-8.32E+00,-1.17E-05,-4.72E-09,-2.20E-01,-2.20E-01,-4.55E+07,,,
4.45E-09,-8.35E+00,-1.14E-05,-4.33E-09,-2.10E-01,-2.10E-01,-4.71E+07,,,
4.83E-09,-8.32E+00,-1.08E-05,-4.85E-09,-2.00E-01,-2.00E-01,-4.14E+07,,,
4.16E-09,-8.38E+00,-1.17E-05,-4.30E-09,-1.90E-01,-1.90E-01,-4.57E+07,,,
4.63E-09,-8.33E+00,-3.45E-06,-4.62E-09,-1.80E-01,-1.80E-01,-3.89E+07,,,
3.93E-09,-8.41E+00,-1.07E-06,-3.99E-09,-1.70E-01,-1.70E-01,-4.33E+07,,,
3.52E-09,-8.45E+00,-3.16E-06,-3.59E-09,-1.60E-01,-1.60E-01,-4.54E+07,,,
3.14E-09,-8.50E+00,-3.87E-06,-3.22E-09,-1.50E-01,-1.50E-01,-4.78E+07,,,
2.78E-09,-8.56E+00,-5.84E-06,-2.85E-09,-1.40E-01,-1.40E-01,-5.04E+07,,,
2.41E-09,-8.62E+00,-6.72E-06,-2.48E-09,-1.30E-01,-1.30E-01,-5.40E+07,,,
2.05E-09,-8.69E+00,-8.27E-06,-2.13E-09,-1.20E-01,-1.20E-01,-5.85E+07,,,
1.70E-09,-8.77E+00,-8.81E-06,-1.77E-09,-1.10E-01,-1.10E-01,-6.49E+07,,,
1.34E-09,-8.87E+00,-9.90E-06,-1.41E-09,-1.00E-01,-1.00E-01,-7.49E+07,,,
9.77E-10,-9.01E+00,-1.05E-05,-1.05E-09,-9.00E-02,-9.00E-02,-9.22E+07,,,
1.87E-09,-8.73E+00,-9.52E-06,-1.87E-09,-8.00E-02,-8.00E-02,-4.28E+07,,,
1.15E-09,-8.94E+00,-9.52E-06,-1.21E-09,-7.00E-02,-7.00E-02,-6.11E+07,,,
6.95E-10,-9.16E+00,-1.10E-05,-7.66E-10,-6.00E-02,-6.00E-02,-8.63E+07,,,
2.80E-09,-8.55E+00,-4.29E-06,-2.80E-09,-5.00E-02,-5.00E-02,-1.79E+07,,,
1.91E-09,-8.72E+00,-6.42E-06,-1.97E-09,-4.00E-02,-4.00E-02,-2.10E+07,,,
1.34E-09,-8.87E+00,-7.51E-06,-1.41E-09,-3.00E-02,-3.00E-02,-2.24E+07,,,
8.12E-10,-9.09E+00,-9.60E-06,-8.85E-10,-2.00E-02,-2.00E-02,-2.46E+07,,,
9.49E-10,-9.02E+00,-1.13E-05,-9.16E-10,-9.99E-03,-9.98E-03,-1.05E+07,,,
6.39E-10,-9.19E+00,-1.02E-05,-6.30E-10,-4.34E-05,-3.35E-05,-5.23E+04,,,
